Prescision,Recall,F1-score,Accuracy
1.0,0.5,0.6666666666666666,0.5
1.0,0.5,0.6666666666666666,0.5
1.0,0.6,0.7499999999999999,0.6
1.0,0.4,0.5714285714285715,0.4
1.0,0.7,0.8235294117647058,0.7
1.0,0.25,0.4,0.25
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.4,0.5714285714285715,0.4
1.0,0.4,0.5714285714285715,0.4
1.0,0.5,0.6666666666666666,0.5
1.0,0.2,0.33333333333333337,0.2
1.0,0.5,0.6666666666666666,0.5
1.0,0.23809523809523808,0.3846153846153846,0.23809523809523808
1.0,0.42857142857142855,0.6,0.42857142857142855
1.0,0.42857142857142855,0.6,0.42857142857142855
1.0,0.4,0.5714285714285715,0.4
1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857
1.0,0.5,0.6666666666666666,0.5
1.0,0.4,0.5714285714285715,0.4
1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444
1.0,0.35714285714285715,0.5263157894736842,0.35714285714285715
1.0,0.7777777777777778,0.8750000000000001,0.7777777777777778
1.0,0.75,0.8571428571428571,0.75
0.0,0.0,0.0,0.0
1.0,0.4,0.5714285714285715,0.4
1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666
1.0,0.4,0.5714285714285715,0.4
1.0,0.8,0.888888888888889,0.8
1.0,0.4,0.5714285714285715,0.4
1.0,0.875,0.9333333333333333,0.875
1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334
1.0,1.0,1.0,1.0
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.6153846153846154,0.761904761904762,0.6153846153846154
1.0,1.0,1.0,1.0
1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231
1.0,0.6,0.7499999999999999,0.6
1.0,0.3076923076923077,0.47058823529411764,0.3076923076923077
1.0,0.9,0.9473684210526316,0.9
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.75,0.8571428571428571,0.75
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.9,0.9473684210526316,0.9
1.0,0.45454545454545453,0.625,0.45454545454545453
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.6190476190476191,0.7647058823529412,0.6190476190476191
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,0.7,0.8235294117647058,0.7
1.0,0.20689655172413793,0.34285714285714286,0.20689655172413793
1.0,0.9,0.9473684210526316,0.9
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.8823529411764706,0.9375,0.8823529411764706
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.47058823529411764,0.6399999999999999,0.47058823529411764
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
1.0,0.6,0.7499999999999999,0.6
1.0,0.9444444444444444,0.9714285714285714,0.9444444444444444
1.0,1.0,1.0,1.0
1.0,0.875,0.9333333333333333,0.875
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.75,0.8571428571428571,0.75
1.0,0.8,0.888888888888889,0.8
1.0,0.8823529411764706,0.9375,0.8823529411764706
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.65,0.787878787878788,0.65
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231
1.0,0.9,0.9473684210526316,0.9
1.0,0.8125,0.896551724137931,0.8125
1.0,0.9,0.9473684210526316,0.9
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,0.9411764705882353,0.9696969696969697,0.9411764705882353
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.3,0.4615384615384615,0.3
1.0,0.7,0.8235294117647058,0.7
1.0,0.5,0.6666666666666666,0.5
0.0,0.0,0.0,0.0
1.0,0.18181818181818182,0.3076923076923077,0.18181818181818182
1.0,0.2,0.33333333333333337,0.2
0.0,0.0,0.0,0.0
1.0,0.6,0.7499999999999999,0.6
1.0,0.46153846153846156,0.631578947368421,0.46153846153846156
1.0,0.3,0.4615384615384615,0.3
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.7,0.8235294117647058,0.7
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.1,0.18181818181818182,0.1
0.0,0.0,0.0,0.0
1.0,0.1,0.18181818181818182,0.1
1.0,0.3,0.4615384615384615,0.3
1.0,0.5,0.6666666666666666,0.5
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.8666666666666667,0.9285714285714286,0.8666666666666667
1.0,1.0,1.0,1.0
1.0,0.75,0.8571428571428571,0.75
1.0,0.8,0.888888888888889,0.8
1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714
1.0,0.8571428571428571,0.923076923076923,0.8571428571428571
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.6153846153846154,0.761904761904762,0.6153846153846154
1.0,0.6,0.7499999999999999,0.6
1.0,0.8484848484848485,0.9180327868852458,0.8484848484848485
1.0,0.75,0.8571428571428571,0.75
1.0,0.9,0.9473684210526316,0.9
1.0,0.875,0.9333333333333333,0.875
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.7,0.8235294117647058,0.7
1.0,1.0,1.0,1.0
1.0,0.7857142857142857,0.88,0.7857142857142857
1.0,1.0,1.0,1.0
1.0,0.6,0.7499999999999999,0.6
1.0,0.8,0.888888888888889,0.8
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.7,0.8235294117647058,0.7
1.0,0.1,0.18181818181818182,0.1
1.0,0.7,0.8235294117647058,0.7
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.9,0.9473684210526316,0.9
1.0,0.6,0.7499999999999999,0.6
1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364
1.0,1.0,1.0,1.0
1.0,0.4666666666666667,0.6363636363636364,0.4666666666666667
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.3333333333333333,0.5,0.3333333333333333
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.375,0.5454545454545454,0.375
1.0,0.3333333333333333,0.5,0.3333333333333333
1.0,0.8571428571428571,0.923076923076923,0.8571428571428571
1.0,0.3,0.4615384615384615,0.3
1.0,0.9,0.9473684210526316,0.9
1.0,0.46153846153846156,0.631578947368421,0.46153846153846156
1.0,0.8,0.888888888888889,0.8
1.0,0.5263157894736842,0.6896551724137931,0.5263157894736842
1.0,0.875,0.9333333333333333,0.875
1.0,0.75,0.8571428571428571,0.75
1.0,1.0,1.0,1.0
1.0,0.4666666666666667,0.6363636363636364,0.4666666666666667
1.0,0.9375,0.967741935483871,0.9375
1.0,0.8947368421052632,0.9444444444444444,0.8947368421052632
1.0,0.75,0.8571428571428571,0.75
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.98989898989899,0.9949238578680203,0.98989898989899
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.7,0.8235294117647058,0.7
1.0,0.9411764705882353,0.9696969696969697,0.9411764705882353
1.0,0.9,0.9473684210526316,0.9
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
1.0,0.9444444444444444,0.9714285714285714,0.9444444444444444
1.0,0.9,0.9473684210526316,0.9
1.0,0.8947368421052632,0.9444444444444444,0.8947368421052632
1.0,0.5555555555555556,0.7142857142857143,0.5555555555555556
1.0,0.42857142857142855,0.6,0.42857142857142855
1.0,0.5,0.6666666666666666,0.5
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.6842105263157895,0.8125000000000001,0.6842105263157895
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.7916666666666666,0.8837209302325582,0.7916666666666666
1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364
1.0,0.5,0.6666666666666666,0.5
1.0,0.8,0.888888888888889,0.8
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.21428571428571427,0.35294117647058826,0.21428571428571427
1.0,1.0,1.0,1.0
1.0,0.8235294117647058,0.9032258064516129,0.8235294117647058
1.0,0.1875,0.3157894736842105,0.1875
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.26666666666666666,0.4210526315789474,0.26666666666666666
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.5,0.6666666666666666,0.5
1.0,0.48484848484848486,0.653061224489796,0.48484848484848486
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.36363636363636365,0.5333333333333333,0.36363636363636365
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.625,0.7692307692307693,0.625
1.0,0.46153846153846156,0.631578947368421,0.46153846153846156
1.0,0.4,0.5714285714285715,0.4
1.0,0.5,0.6666666666666666,0.5
1.0,0.3076923076923077,0.47058823529411764,0.3076923076923077
1.0,1.0,1.0,1.0
1.0,0.2,0.33333333333333337,0.2
1.0,0.6,0.7499999999999999,0.6
1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714
1.0,0.65,0.787878787878788,0.65
1.0,0.4666666666666667,0.6363636363636364,0.4666666666666667
1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.875,0.9333333333333333,0.875
1.0,0.8,0.888888888888889,0.8
0.0,0.0,0.0,0.0
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333
1.0,0.8,0.888888888888889,0.8
1.0,0.7,0.8235294117647058,0.7
1.0,0.8,0.888888888888889,0.8
1.0,0.7,0.8235294117647058,0.7
1.0,0.5555555555555556,0.7142857142857143,0.5555555555555556
1.0,0.25,0.4,0.25
1.0,0.8,0.888888888888889,0.8
1.0,0.2,0.33333333333333337,0.2
1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334
1.0,0.4,0.5714285714285715,0.4
1.0,0.36363636363636365,0.5333333333333333,0.36363636363636365
1.0,0.1,0.18181818181818182,0.1
1.0,0.6153846153846154,0.761904761904762,0.6153846153846154
1.0,1.0,1.0,1.0
1.0,0.6153846153846154,0.761904761904762,0.6153846153846154
1.0,0.7,0.8235294117647058,0.7
1.0,0.8125,0.896551724137931,0.8125
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.75,0.8571428571428571,0.75
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
1.0,0.5,0.6666666666666666,0.5
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.75,0.8571428571428571,0.75
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.6428571428571429,0.782608695652174,0.6428571428571429
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.9,0.9473684210526316,0.9
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.5384615384615384,0.7000000000000001,0.5384615384615384
1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888
1.0,0.7368421052631579,0.8484848484848484,0.7368421052631579
1.0,0.8125,0.896551724137931,0.8125
1.0,0.6,0.7499999999999999,0.6
1.0,0.8571428571428571,0.923076923076923,0.8571428571428571
1.0,0.75,0.8571428571428571,0.75
1.0,0.1935483870967742,0.3243243243243243,0.1935483870967742
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.3,0.4615384615384615,0.3
1.0,0.4,0.5714285714285715,0.4
1.0,0.8,0.888888888888889,0.8
0.0,0.0,0.0,0.0
1.0,0.75,0.8571428571428571,0.75
0.0,0.0,0.0,0.0
1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222
1.0,0.5,0.6666666666666666,0.5
1.0,0.6206896551724138,0.7659574468085107,0.6206896551724138
1.0,0.5,0.6666666666666666,0.5
1.0,0.5625,0.72,0.5625
1.0,0.8,0.888888888888889,0.8
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.7333333333333333,0.846153846153846,0.7333333333333333
1.0,0.5,0.6666666666666666,0.5
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461
1.0,0.5,0.6666666666666666,0.5
1.0,0.75,0.8571428571428571,0.75
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.6,0.7499999999999999,0.6
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,0.9,0.9473684210526316,0.9
1.0,0.6,0.7499999999999999,0.6
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.6,0.7499999999999999,0.6
1.0,0.875,0.9333333333333333,0.875
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.7,0.8235294117647058,0.7
1.0,0.25,0.4,0.25
1.0,0.95,0.9743589743589743,0.95
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.8,0.888888888888889,0.8
1.0,0.8571428571428571,0.923076923076923,0.8571428571428571
1.0,0.631578947368421,0.7741935483870968,0.631578947368421
1.0,0.8666666666666667,0.9285714285714286,0.8666666666666667
1.0,0.5,0.6666666666666666,0.5
1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714
1.0,0.7619047619047619,0.8648648648648648,0.7619047619047619
1.0,0.5333333333333333,0.6956521739130436,0.5333333333333333
1.0,0.5,0.6666666666666666,0.5
1.0,0.5,0.6666666666666666,0.5
1.0,0.6428571428571429,0.782608695652174,0.6428571428571429
1.0,0.4,0.5714285714285715,0.4
1.0,0.3,0.4615384615384615,0.3
1.0,0.4,0.5714285714285715,0.4
1.0,0.8,0.888888888888889,0.8
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.5,0.6666666666666666,0.5
1.0,0.5,0.6666666666666666,0.5
1.0,0.1,0.18181818181818182,0.1
1.0,0.7,0.8235294117647058,0.7
1.0,0.391304347826087,0.5625,0.391304347826087
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.7,0.8235294117647058,0.7
1.0,0.75,0.8571428571428571,0.75
1.0,0.6,0.7499999999999999,0.6
1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334
1.0,0.5294117647058824,0.6923076923076924,0.5294117647058824
1.0,0.5,0.6666666666666666,0.5
0.0,0.0,0.0,0.0
1.0,0.625,0.7692307692307693,0.625
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
1.0,0.5,0.6666666666666666,0.5
1.0,0.9,0.9473684210526316,0.9
1.0,0.8,0.888888888888889,0.8
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.9375,0.967741935483871,0.9375
1.0,0.88,0.9361702127659575,0.88
1.0,0.9615384615384616,0.9803921568627451,0.9615384615384616
1.0,0.9,0.9473684210526316,0.9
1.0,0.7,0.8235294117647058,0.7
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.7,0.8235294117647058,0.7
1.0,0.8666666666666667,0.9285714285714286,0.8666666666666667
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.7,0.8235294117647058,0.7
1.0,0.7,0.8235294117647058,0.7
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.9,0.9473684210526316,0.9
0.0,0.0,0.0,0.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.875,0.9333333333333333,0.875
1.0,1.0,1.0,1.0
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.1,0.18181818181818182,0.1
1.0,1.0,1.0,1.0
1.0,0.7,0.8235294117647058,0.7
1.0,0.5555555555555556,0.7142857142857143,0.5555555555555556
1.0,0.65,0.787878787878788,0.65
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714
1.0,0.5384615384615384,0.7000000000000001,0.5384615384615384
1.0,0.9,0.9473684210526316,0.9
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.7,0.8235294117647058,0.7
1.0,0.9,0.9473684210526316,0.9
1.0,0.5,0.6666666666666666,0.5
1.0,0.7,0.8235294117647058,0.7
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.3,0.4615384615384615,0.3
1.0,0.6521739130434783,0.7894736842105263,0.6521739130434783
1.0,0.8125,0.896551724137931,0.8125
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.35714285714285715,0.5263157894736842,0.35714285714285715
1.0,0.8,0.888888888888889,0.8
1.0,0.5833333333333334,0.7368421052631579,0.5833333333333334
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.8
1.0,0.8181818181818182,0.9,0.8181818181818182
0.0,0.0,0.0,0.0
1.0,0.8181818181818182,0.9,0.8181818181818182
1.0,0.4,0.5714285714285715,0.4
1.0,0.1,0.18181818181818182,0.1
1.0,0.3333333333333333,0.5,0.3333333333333333
1.0,0.25,0.4,0.25
1.0,0.125,0.2222222222222222,0.125
1.0,0.3,0.4615384615384615,0.3
1.0,0.3,0.4615384615384615,0.3
1.0,0.9,0.9473684210526316,0.9
1.0,0.25,0.4,0.25
1.0,0.1,0.18181818181818182,0.1
1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444
1.0,0.1111111111111111,0.19999999999999998,0.1111111111111111
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.8,0.888888888888889,0.8
1.0,0.5,0.6666666666666666,0.5
1.0,0.2727272727272727,0.42857142857142855,0.2727272727272727
1.0,0.2727272727272727,0.42857142857142855,0.2727272727272727
1.0,0.46153846153846156,0.631578947368421,0.46153846153846156
1.0,0.7,0.8235294117647058,0.7
1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857
1.0,0.2,0.33333333333333337,0.2
1.0,0.09090909090909091,0.16666666666666669,0.09090909090909091
1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444
1.0,1.0,1.0,1.0
1.0,0.35294117647058826,0.5217391304347826,0.35294117647058826
1.0,0.5,0.6666666666666666,0.5
1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857
1.0,0.5161290322580645,0.6808510638297872,0.5161290322580645
1.0,1.0,1.0,1.0
1.0,0.5,0.6666666666666666,0.5
1.0,0.1111111111111111,0.19999999999999998,0.1111111111111111
1.0,0.46153846153846156,0.631578947368421,0.46153846153846156
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.5,0.6666666666666666,0.5
1.0,0.3,0.4615384615384615,0.3
1.0,0.46875,0.6382978723404256,0.46875
1.0,0.38461538461538464,0.5555555555555556,0.38461538461538464
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.5,0.3333333333333333
1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454
1.0,0.5,0.6666666666666666,0.5
1.0,0.625,0.7692307692307693,0.625
0.0,0.0,0.0,0.0
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.47058823529411764,0.6399999999999999,0.47058823529411764
1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364
1.0,0.8,0.888888888888889,0.8
1.0,0.7,0.8235294117647058,0.7
1.0,0.10526315789473684,0.1904761904761905,0.10526315789473684
1.0,0.8,0.888888888888889,0.8
1.0,1.0,1.0,1.0
1.0,0.5555555555555556,0.7142857142857143,0.5555555555555556
1.0,0.5,0.6666666666666666,0.5
1.0,0.5,0.6666666666666666,0.5
1.0,0.25,0.4,0.25
0.0,0.0,0.0,0.0
1.0,0.5384615384615384,0.7000000000000001,0.5384615384615384
1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091
1.0,0.8,0.888888888888889,0.8
1.0,0.42857142857142855,0.6,0.42857142857142855
1.0,0.9,0.9473684210526316,0.9
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.5,0.6666666666666666,0.5
1.0,1.0,1.0,1.0
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,1.0,1.0,1.0
1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334
1.0,0.6,0.7499999999999999,0.6
1.0,0.6875,0.8148148148148148,0.6875
1.0,0.8666666666666667,0.9285714285714286,0.8666666666666667
1.0,0.8,0.888888888888889,0.8
1.0,0.8947368421052632,0.9444444444444444,0.8947368421052632
1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888
1.0,0.95,0.9743589743589743,0.95
1.0,0.8,0.888888888888889,0.8
1.0,0.9,0.9473684210526316,0.9
1.0,1.0,1.0,1.0
1.0,0.9473684210526315,0.972972972972973,0.9473684210526315
1.0,0.9,0.9473684210526316,0.9
1.0,0.8571428571428571,0.923076923076923,0.8571428571428571
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.8,0.888888888888889,0.8
1.0,0.9375,0.967741935483871,0.9375
1.0,1.0,1.0,1.0
1.0,0.9,0.9473684210526316,0.9
1.0,0.9,0.9473684210526316,0.9
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.7,0.8235294117647058,0.7
1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461
1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143
1.0,0.3333333333333333,0.5,0.3333333333333333
1.0,0.625,0.7692307692307693,0.625
1.0,0.7692307692307693,0.8695652173913044,0.7692307692307693
1.0,0.6666666666666666,0.8,0.6666666666666666
1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273
